granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,grantee_clean,grantee,grantee_detail,grantee_jcn,grant_name,description,grant_type,npo_type,admin_division,num_bidders,competitive_bid,govt_reemployees,filename
MHLW,1013205001281,2019-03-29,2019 Mar,2019,20978028,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構指宿医療センター
院長　鹿島　克郎
鹿児島県指宿市十二町4145",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,6040005003798,2019-03-29,2019 Mar,2019,63953754,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",6040005003798,"独立行政法人
地域医療機能推進機構
中京病院
院長　絹川　常郎
愛知県名古屋市南区3条1-1-10","放射線医薬品の
購入・廃棄",Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,6010005015219,2019-03-29,2019 Mar,2019,151174836,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",6010005015219,"国立研究開発法人国立がん研究センター
理事長　中釜　斉
東京都中央区築地5-1-1",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,6012705001563,2019-03-29,2019 Mar,2019,93621720,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",6012705001563,"国立研究開発法人国立精神・神経医療研究センター
理事長　水澤　英洋
東京都小平市小川東町4-1-1",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-30,2019 Mar,2019,35819388,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構函館病院
院長　加藤　元嗣
北海道函館市川原町18-16",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-30,2019 Mar,2019,44747854,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構静岡医療センター
院長　中野　浩
静岡県駿東郡清水町長沢762-1",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-30,2019 Mar,2019,110342952,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構呉医療センター
院長　谷山　清己
広島県呉市青山町3-1",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,6040005003798,2019-03-30,2019 Mar,2019,38890412,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",6040005003798,"独立行政法人
地域医療機能推進機構
埼玉メディカルセンター
院長　吉田　武史
埼玉県さいたま市浦和区北浦和4-9-3","放射線医薬品の
購入・廃棄",Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,21541272,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構あきた病院
院長　間宮　繁夫
秋田県由利本荘市岩城内道川字井戸ノ沢84-40",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,16377646,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構霞ヶ浦医療センター
院長　鈴木　祥司
茨城県土浦市下高津2-7-14",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,30401554,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構まつもと医療センター
院長　北野　喜良
長野県松本市村井町南2-20-30",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,20996048,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構信州上田医療センター 
院長　吉澤　要
長野県上田市緑が丘1-27-21",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,38865820,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構静岡てんかん・神経医療センター
院長　髙橋　幸利
静岡県静岡市葵区漆山886",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,7071408,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構南京都病院
院長　坪井　知正
京都府城陽市中芦原11",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,12197300,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構近畿中央呼吸器センター
院長　林　清二
大阪府堺市北区長曽根町1180",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,16106992,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構刀根山医療センター
院長　奥村　明之進
大阪府豊中市刀根山5-1-1",放射性同位元素の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,60522984,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構大阪南医療センター
院長　齊藤　正伸
大阪府河内長野市木戸東町2-1",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,121729608,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構九州医療センター
院長　森田　茂樹
福岡県福岡市中央区地行浜1-1-1",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,6577200,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構九州医療センター
院長　森田　茂樹
福岡県福岡市中央区地行浜1-1-1",密封線源の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,6760800,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"長崎医療独立行政法人国立病院機構長崎医療センター
院長　江﨑　宏典
長崎県大村市久原2-1001-1",放射性同位元素の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,32909106,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構熊本医療センター
院長　髙橋　毅
熊本県熊本市中央区二の丸1-5",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,117528516,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構鹿児島医療センター
院長　田中　康博
鹿児島県鹿児島市城山町8-1",放射性医薬品の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,1013205001281,2019-03-31,2019 Mar,2019,5070600,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",1013205001281,"独立行政法人国立病院機構鹿児島医療センター
院長　田中　康博
鹿児島県鹿児島市城山町8-1",密封線源の購入,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,6040005003798,2019-03-31,2019 Mar,2019,9576884,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",6040005003798,"独立行政法人
地域医療機能推進機構
東京高輪病院
院長　木村　健二郎
東京都港区高輪3-10-11","放射線医薬品の
購入・廃棄",Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,6040005003798,2019-03-31,2019 Mar,2019,112196224,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",6040005003798,"独立行政法人
地域医療機能推進機構
徳山中央病院
院長　那須　誉人
山口県周南市孝田町1-1","放射線医薬品の
購入・廃棄",Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,6040005003798,2019-03-31,2019 Mar,2019,19516994,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",6040005003798,"独立行政法人
地域医療機能推進機構
久留米総合病院
院長　田中　眞紀　
福岡県久留米市櫛原町21","放射線医薬品の
購入・廃棄",Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,6040005003798,2019-03-31,2019 Mar,2019,6115568,0,日本アイソト-プ協会,NA,"公益社団法人日本アイソトープ協会
東京都文京区本駒込2-28-45",6040005003798,"独立行政法人
地域医療機能推進機構
宮崎江南病院
院長　白尾一定　
宮崎県宮崎市大坪西1-2-1","放射線医薬品の
購入・廃棄",Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,6040005003798,2019-03-31,2019 Mar,2019,86400,0,日本医療機能評価機構,NA,"公益財団法人日本医療機能評価機構
東京都千代田区神田三崎町1-4-17",6040005003798,"独立行政法人
地域医療機能推進機構
徳山中央病院
院長　那須　誉人
山口県周南市孝田町1-1",病院機能評価に関する業務委託契約,Goods and Services,公社,国認定,1,Negotiated,0,r1_youshiki3-4
MHLW,3120905003033,2019-03-31,2019 Mar,2019,4860000,0,日本医療機能評価機構,NA,"公益財団法人日本医療機能評価機構
東京都千代田区神田三崎町1-4-17",3120905003033,"国立研究開発法人国立循環器病研究センター
理事長　小川　久雄
大阪府吹田市岸部新町6-1",病院機能評価に関する業務委託契約,Goods and Services,公財,国認定,1,Negotiated,0,r1_youshiki3-4
CAO,9010005023796,2019-04-01,2019 Apr,2019,498838000,0,がん研究会,NA,公益財団法人がん研究会　東京都江東区有明三丁目8番31号,9010005023796,"国立研究開発法人日本医療研究開発機構
契約担当職
理事長　三島　良直
東京都千代田区大手町1-7-1",委託研究開発契約,Goods and Services,公財,国認定,3,Negotiated,0,r1_youshiki3-4
CAO,9010005023796,2019-04-01,2019 Apr,2019,96534000,0,がん研究会,NA,公益財団法人がん研究会　東京都江東区有明三丁目8番31号,9010005023796,"国立研究開発法人日本医療研究開発機構
契約担当職
理事長　三島　良直
東京都千代田区大手町1-7-1",委託研究開発契約,Goods and Services,公財,国認定,2,Negotiated,0,r1_youshiki3-4
CAO,9010005023796,2019-04-01,2019 Apr,2019,39000000,0,がん研究会,NA,公益財団法人がん研究会　東京都江東区有明三丁目8番31号,9010005023796,"国立研究開発法人日本医療研究開発機構
契約担当職
理事長　三島　良直
東京都千代田区大手町1-7-1",委託研究開発契約,Goods and Services,公財,国認定,241,Negotiated,0,r1_youshiki3-4
CAO,9010005023796,2019-04-01,2019 Apr,2019,32500000,0,がん研究会,NA,公益財団法人がん研究会　東京都江東区有明三丁目８番地31号,9010005023796,"国立研究開発法人日本医療研究開発機構
契約担当職
理事長　三島　良直
東京都千代田区大手町1-7-1",委託研究開発契約,Goods and Services,公財,国認定,28,Negotiated,0,r1_youshiki3-4
CAO,9010005023796,2019-04-01,2019 Apr,2019,30693000,0,がん研究会,NA,公益財団法人がん研究会　東京都江東区有明三丁目８番地31号,9010005023796,"国立研究開発法人日本医療研究開発機構
契約担当職
理事長　三島　良直
東京都千代田区大手町1-7-1",委託研究開発契約,Goods and Services,公財,国認定,22,Negotiated,0,r1_youshiki3-4
CAO,9010005023796,2019-04-01,2019 Apr,2019,23010000,0,がん研究会,NA,公益財団法人がん研究会　東京都江東区有明三丁目8番31号,9010005023796,"国立研究開発法人日本医療研究開発機構
契約担当職
理事長　三島　良直
東京都千代田区大手町1-7-1",委託研究開発契約,Goods and Services,公財,国認定,46,Negotiated,0,r1_youshiki3-4
